nif,name,originial-address,merged-address,address-count,zip-code,city,form,cae-code,active-2016,active-2015,active-2014,active-2013,active-2012,active-2012-2016
511083670,DEMILDIS INTERNATIONAL TRADING LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 - A - 5 - e,Rua 31 de Janeiro 81A ,1,,Funchal,LDA,,0,0,0,0,0,0
511032471,RITMO-SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-1 B,Rua 31 de Janeiro 81A 1B,2,,Funchal,LDA,,0,0,0,0,0,0
511036850,STAFFAN CARLSSON LDA (ZONA FRANCA DA MADEIRA),R 31 Janeiro 81 A-1 B,Rua 31 de Janeiro 81A 1B,2,,Funchal,LDA,,0,0,0,0,0,0
511111398,AMARILLO - CONSULTORES E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A - 3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511124023,AMOSTOMUS - CONSULTORES E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A 3. Andar e,Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,62090,0,0,0,1,0,1
511067569,"B. X. T. - TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 81 A - 3. e",Rua 31 de Janeiro 81A 3E,33,,,LDA,,0,0,0,0,0,0
511091990,"BEKAS - TRADING, MARKETING, SERVIÇOS LDA (ZONA FRANCA DA MADEIRA)","R 31 de Janeiro, 81-A, 3 Andar e",Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511109911,"BISHKEK - CONSULTORES, SERVIÇOS LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511078340,"BTA - TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)",R Trinta e Um de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,69200,0,0,0,1,0,1
511077157,"CRINA - TRADING, MARKETING, SERVIÇOS E CONSULTORES LIMITADA (ZONA FRANCA DA MADEIRA)",R Trinta e Um de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511077670,DISSEMELHANÇA - TRADING E SERVIÇOS INTERNACIONAIS - SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A 3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,UNI,,0,0,0,0,0,0
511077661,"EUROPISTA - TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81-A 3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511065124,"F. L. T. - TRADING, MARKETING SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,,LDA,,0,0,0,0,0,0
511227558,"GLOBALNOMI - TELECOMUNICAÇÕES E SERVIÇOS LDA, EM LIQUIDAÇÃO (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, 81-A-3 e",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,61900,0,0,0,1,0,1
511077165,"GUARIGLIA (MADEIRA) SERVIÇOS, IMPORTAÇÃO E EXPORTAÇÃO - SOCIEDADE UNIPESSOAL LIMITADA (ZONA FRANCA DA MADEIRA)",R Trinta e Um de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,UNI,,0,0,0,0,0,0
511080700,"HNM-TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511089813,HUSKY - TAPETES DA MADEIRA LDA,Rua 31 de Janeiro 81 A - 3. Andar E,Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,13930,0,0,0,1,0,1
511068999,JASPAR - GESTÃO E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81 A - 5. Esq.",Rua 31 de Janeiro 81A 3E,33,,,LDA,,0,0,0,0,0,0
511079591,"LEONINO - TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81-A - 3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511085001,"LOM - TRADING, MARKETING, SERVIÇOS LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511149069,NEW HAMPSHIRE - CONSULTORES E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"Rua Trinta Um de Janeiro, N. 81-A, 3. Andar, Letra E",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,69200,0,0,0,1,0,1
511076304,"PIU - TRADING, MARKETING, SERVIÇOS E CONSULTORES S.A. (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 81 A - 3. e",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,SA,69200,0,0,0,1,0,1
511077173,POLPUS (MADEIRA) SERVIÇOS INTERNACIONAIS - SOCIEDADE UNIPESSOAL LIMITADA (ZONA FRANCA DA MADEIRA),R Trinta e Um de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,UNI,,0,0,0,0,0,0
511075863,"QIM - TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 81-A, 3. e",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,69200,0,0,0,1,0,1
511069367,"SÍCIOS - TRADING, COMPANHIA LDA ( ZONA FRANCA DA MADEIRA )",R 31 de Janeiro 81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511243219,SMART BUSINESS - CONSULTORES E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro N. 81 A, 3. E",Rua 31 de Janeiro 81A 3E,33,9050-011,Funchal,LDA,,0,0,0,0,0,0
511136250,STOCKLEY - CONSULTORES E SERVIÇOS SA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, 81 - A, 3. E",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,SA,69200,0,0,1,0,0,1
511247451,"SUSTAINABLE FOREST SYSTEMS MADEIRA HOLDINGS, SOCIEDADE UNIPESSOAL, LDA (ZONA FRANCA DA MADEIRA)","Rua Trinta e Um de Janeiro, 81-A, 3. E",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,UNI,,0,0,0,1,0,1
511089090,TIV - SERVIÇOS INTERNACIONAIS LDA (ZONA FRANCA DA MADEIRA),"R 31 de Janeiro, 81-A, 3 e",Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
509874843,TNITSEA SHIPPING LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81 - A, 3. E",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,50102,0,0,0,0,1,1
511079605,"TRIK - TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81-A - 3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511097379,TROT - SERVIÇOS INTERNACIONAIS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro N.81 A-3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511101899,TURN - SERVIÇOS INTERNACIONAIS SGPS - SOCIEDADE UNIPESSOAL S.A. (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A - 3 e,Rua 31 de Janeiro 81A 3E,33,,Funchal,UNI,,0,0,0,0,0,0
511063725,"UBI-UNITED BUSINESS INTERNATIONAL-TRADING, SERVIÇOS LDA (ZONA FRANCA DA MADEIRA)",R 31 de Janeiro 81 A e,Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511075855,"VEU - TRADING, MARKETING, SERVIÇOS E CONSULTORES LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 81-A, 3. e",Rua 31 de Janeiro 81A 3E,33,9050-401,Funchal,LDA,70220,0,0,0,1,0,1
511082290,"WOG - TRADING, MARKETING, SERVIÇOS LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N 81-A 3 e",Rua 31 de Janeiro 81A 3E,33,,Funchal,LDA,,0,0,0,0,0,0
511060858,ADRISSA-COMPANHIA DE NAVEGAÇÃO LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511095120,AMPIRIUS - COMÉRCIO INTERNACIONAL S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N 81-A, 5 Andar Letra e",Rua 31 de Janeiro 81A 5E,54,,,SA,,0,0,0,0,0,0
511058055,ANGORA - COMERCIO INTERNACIONAL S.A. (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A 5-E,Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,SA,68100,0,0,0,1,0,1
511053436,AREIA-COMERCIO E PARTICIPAÇÕES LDA (ZONA FRANCA DA MADEIRA),"Rua 31 Janeiro, N. 81 A 5. e",Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,46900,0,0,0,1,0,1
511051123,ASESORES FINANCIEROS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511092555,ASTORGUIS - COMERCIO E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81 A - 5. Andar - Letra e",Rua 31 de Janeiro 81A 5E,54,,,LDA,,0,0,0,0,0,0
511047096,ASTRA-INVESTIMENTOS E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"R. 31 de Janeiro, N. 81-A, 5. e",Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511074026,ATLANTIMARIS - SOCIEDADE DE NAVEGAÇÃO S.A. (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,SA,,0,0,0,0,0,0
511061994,BASE - COMERCIO INTERNACIONAL E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, 81-A, 5. e",Rua 31 de Janeiro 81A 5E,54,9050-011,Funchal,LDA,46382,0,0,0,1,0,1
511094493,BAURU - COMÉRCIO INTERNACIONAL E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"R. 31 de Janeiro, 81-A 5, letra e",Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,,0,0,0,0,1,1
511125305,BIODIAMOND - COMÉRCIO INTERNACIONAL E SERVIÇOS LDA (ZOMA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,46900,0,0,0,0,1,1
511052600,BOLA AO CESTO-ACTIVIDADES PROMOCIONAIS LDA (ZONA FRANCA DA MADEIRA ),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,,LDA,,0,0,0,0,0,0
511090790,BOLETIM - COMÉRCIO INTERNACIONAL (SOCIEDADE UNIPESSOAL) LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81-A, 5. Andar, Letra e",Rua 31 de Janeiro 81A 5E,54,,Funchal,UNI,,0,0,0,0,0,0
511045611,CAPITAL VENTURE INVESTIMENTOS E PARTICIPAÇÕES S.A. (ZONA FRANCA DA MADEIRA),R 31 Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,SA,,0,0,0,0,0,0
514090570,"CASTER, LDA","Rua 31 de Janeiro, N. 81-A, 1. A",Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,68200,1,0,0,0,0,1
511047061,CASTOR - INVESTIMENTOS E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A 5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511071485,COLUMBIA TRISTAR - COMÉRCIO INTERNACIONAL (MADEIRA) LIMITADA (ZONA FRANCA DA MADEIRA),Rua 31 de Janeiro N 81-A 5 E,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511040210,CONVERTIBLE EQUITY PARTICIPAÇÕES LDA (ZONA FRANCA DA MADEIRA),"R 31 de Janeiro 81-A, 5 Andar e",Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511099487,"CRUSTA CONSULTANS INTERNATIONAL SERVICES - CONSULTADORIA E SERVIÇOS, LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 81-A, 5. , Letra e",Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511075561,ECUAINVESTRADE - COMÉRCIO INTERNACIONAL (SOCIEDADE UNIPESSOAL) S.A. (ZONA FRANCA DA MADEIRA),R Trinta e Um de Janeiro 81-A-5 e,Rua 31 de Janeiro 81A 5E,54,9004-533,Funchal,UNI,,0,0,0,0,1,1
511069537,ESTILHAÇO - COMÉRCIO INTERNACIONAL LDA ( ZONA FRANCA DA MADEIRA ),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,46180,0,0,0,1,0,1
511074921,FRAGATA TRADING LDA (ZONA FRANCA DA MADEIRA),R Trinta e Um de Janeiro 81-A5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511068123,FRESPAR - COMÉRCIO INTERNACIONAL E INVESTIMENTOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,9050-011,Funchal,LDA,46900,0,0,0,1,0,1
513371028,"GEXPROC, LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 81-A, 1. A",Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,91020,0,1,0,0,0,1
511069375,GRÉNIO - COMÉRCIO INTERNACIONAL E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),Rua 31 de Janeiro N 81-A 5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511056133,IBERO ENGENHARIA S.A. (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A 5 e,Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,SA,71120,0,0,0,1,0,1
511039026,IMOFUNCHAL-IMOBILIARIA LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511071400,"INDÚSTRIA BRASILEIRA DE PAPEIS, S.A. (ZONA FRANCA DA MADEIRA)",R. 31 de Janeiro 81-A 5 e,Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,SA,17110,0,1,0,0,0,1
511080409,ISLAND INVESTMENTS LDA (ZONA FRANCA DA MADEIRA),"R. 31 de Janeiro, 81-A 5 e",Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511045336,ITAMBE-INVESTIMENTOS E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),Rua 31 de Janeiro 81 A-5. e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511045310,LIMASA INVESTIMENTOS E SERVIÇOS (SOCIEDADE UNIPESSOAL) LDA (ZONA FRANCA DA MADEIRA),Rua 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,UNI,70220,0,0,0,1,0,1
511059965,MACIEIRA - SERVIÇOS E COMERCIO INTERNACIONAL LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511057296,"MADVEST-COMÉRCIO E INVESTIMENTOS, SOCIEDADE UNIPESSOAL S.A.(ZONA FRANCA DA MADEIRA)","Rua Trinta e Um de Janeiro, N. 81-A - 5. e",Rua 31 de Janeiro 81A 5E,54,,,UNI,,0,0,0,0,0,0
511042809,MANTA INVESTIMENTOS E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511072554,MELCHIOR - COMÉRCIO INTERNACIONAL S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro 81 A, 5. e",Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,SA,,0,0,0,1,0,1
511069472,MIRANDA - CONSULTADORIA E COMÉRCIO INTERNACIONAL LDA ( ZONA FRANCA DA MADEIRA ),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511038526,MISSÃO IMOVEIS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A 5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511092423,MOONSHINE - SERVIÇOS E COMÉRCIO (SOCIEDADE UNIPESSOAL) LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81-A, 5. Andar, Letra e",Rua 31 de Janeiro 81A 5E,54,,Funchal,UNI,,0,0,0,0,0,0
511041020,MORAVIA-INVESTIMENTOS IMOBILIARIOS LDA (ZONA FRANCA DA MADEIRA),"R 31 de Janeiro 81-A, 5 e",Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511119844,NOMEUS - COMÉRCIO INTERNACIONAL E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A - 5. e,Rua 31 de Janeiro 81A 5E,54,9050-011,Funchal,LDA,46900,0,0,0,1,0,1
511072562,NORÉLIA - COMÉRCIO E SERVIÇOS S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81 A - 5 e",Rua 31 de Janeiro 81A 5E,54,,Funchal,SA,,0,0,0,0,0,0
511107307,PEBANE - COMERCIO INTERNACIONAL E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A - 5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511089724,PHYTIS - COMÉRCIO INTERNACIONAL LDA (ZONA FRANCA DA MADEIRA),"R 31 de Janeiro, 81-A, 5 Andar Letra e",Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511089708,PICO RUIVO TRADING LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, 81-A, 5 Andar Letra e",Rua 31 de Janeiro 81A 5E,54,9004-533,Funchal,LDA,,0,0,0,0,0,0
511047037,PINIFUNCHAL-INVESTIMENTOS E PARTICIPAÇÕES LDA (ZONA FRANCA DA MADEIRA),R Trinta e Um de Janeiro 81 A 5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511092440,PITOCO - COMÉRCIO E SERVIÇOS SOCIEDADE UNIPESSOAL LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81-A, 5. Andar, Letra e",Rua 31 de Janeiro 81A 5E,54,,Funchal,UNI,,0,0,0,0,0,0
511090927,RELIEF - TRADING E COMÉRCIO LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81-A, 5. Andar, Letra e",Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511216190,SANDHILL - TRADING E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81-A, 3. Andar, E",Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,,0,0,0,0,0,0
511080212,SCANEX - SERVIÇOS E COMÉRCIO LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 - A - 5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511089074,ST. ANDREWS - COMÉRCIO INTERNACIONAL (SOCIEDADE UNIPESSOAL) LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, 81-A, 5 e",Rua 31 de Janeiro 81A 5E,54,,Funchal,UNI,,0,0,0,0,0,0
511043503,"TAMISA, COMERCIO E INDUSTRIA INTERNACIONAIS LDA - EM LIQUIDAÇÃO (ZONA FRANCA DA MADEIRA)","R 31 de Janeiro 81-A, 5 Andar e",Rua 31 de Janeiro 81A 5E,54,9050-401,Funchal,LDA,46900,0,0,0,1,0,1
511093403,TEAMSA - INTERNACIONAL - SERVIÇOS S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 81-A, 5. Andar, Letra e",Rua 31 de Janeiro 81A 5E,54,,Funchal,SA,,0,0,0,0,0,0
511119569,TRUNCATUS - COMÉRCIO INTERNACIONAL E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81-A-5 e,Rua 31 de Janeiro 81A 5E,54,9050-011,Funchal,LDA,46900,0,0,0,1,0,1
511107293,USAGEST - COMÉRCIO INTERNACIONAL E SERVIÇOS LDA (ZONA FRANCA DA MADEIRA),R 31 de Janeiro 81 A-5 e,Rua 31 de Janeiro 81A 5E,54,,Funchal,LDA,,0,0,0,0,0,0
511240945,"MATLOX - SERVIÇOS INFORMÁTICOS E DE TELECOMUNICAÇÕES, REALIZAÇÃO E COMÉRCIO DE PRODUTOS PARA A TELECOMUNICAÇÃO LDA (ZONA FRANCA DA MADEIRA)","Rua Trinta e Um de Janeiro, N. 85, R/ C, Loja B",Rua 31 de Janeiro 85 RC,2,9050-401,Funchal,LDA,46510,1,1,1,0,0,3
510479260,"PREXAN, LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 85, R/ C, Loja B, Ponte Nova",Rua 31 de Janeiro 85 RC,2,9050-401,Funchal,LDA,46510,1,1,1,1,0,4
508297672,"AZULCOSMO - SOCIEDADE DE CONSTRUÇÕES, LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro N. 87, 2. Andar, Fração Q",Rua 31 de Janeiro 87 2Q,3,9050-401,Funchal,LDA,41200,1,0,0,0,0,1
504020781,CONSTRUÇÕES JOSÉS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 87, 2. Andar, Fração Q",Rua 31 de Janeiro 87 2Q,3,9050-401,Funchal,LDA,41200,1,0,0,0,0,1
509398316,EUROTORF-TRABALHO TEMPORÁRIO LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 87, 2. Andar, Fração Q",Rua 31 de Janeiro 87 2Q,3,9050-401,Funchal,LDA,78200,1,0,0,0,0,1
514071028,"GIANNETTI & SILVA - IT MANAGEMENT, LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 87, 2. Andar, Sala S, Ponte Nova","Rua 31 de Janeiro 87, 2S",1,9050-401,Funchal,LDA,46510,1,0,0,0,0,1
511110626,AMORIM BROKING - INVESTIMENTOS E PARTICIPAÇÕES FINANCEIRAS S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95 - 2. , Sala 1",Rua 31 de Janeiro 95  2I,5,9050-401,Funchal,SA,64992,0,0,0,1,1,2
511083360,PORTAL DAS FLORES - SERVIÇOS E COMÉRCIO LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95 - 2. , Sala I",Rua 31 de Janeiro 95  2I,5,9050-401,Funchal,LDA,64992,0,0,0,1,1,2
511133014,"POSTYA - CONSULTADORIA E MARKETING, LDA ( ZONA FRANCA DA MADEIRA )","Rua 31 de Janeiro, N. 95 - 2. Sala I",Rua 31 de Janeiro 95  2I,5,9050-401,Funchal,LDA,70220,0,0,1,0,0,1
511129831,RECATO DA MADEIRA - INVESTIMENTOS FINANCEIROS E GESTÃO S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95 - 2. , Sala I",Rua 31 de Janeiro 95  2I,5,9050-401,Funchal,SA,,0,0,0,0,0,0
511136943,"VATRYA - CONSULTADORIA E MARKETING, LDA (ZONA FRANCA DA MADEIRA)","Rua 31 de Janeiro, N. 95, 2. , Sala I",Rua 31 de Janeiro 95  2I,5,9050-401,Funchal,LDA,70220,0,0,1,0,1,2
511134185,?BOYER ? CONSULTADORIA E PROJECTOS S.A.? (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95, 1. Andar, Sala D, Santa Luzia, 9050-011 Funchal",Rua 31 de Janeiro 95 1D,28,9050-011,Funchal,SA,46494,1,0,0,0,0,1
511109482,ACQUAE - COMÉRCIO E SERVIÇOS S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95, 1. Andar, Sala D",Rua 31 de Janeiro 95 1D,28,9050-401,Funchal,SA,46494,0,0,1,0,0,1
511137184,BERGSON BUSINESS - CONSULTADORIA E PROJECTOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95-1. , Sala D",Rua 31 de Janeiro 95 1D,28,9050-011,Funchal,LDA,70220,0,0,1,0,0,1
511137192,BOTWOOD - CONSULTADORIA E PROJECTOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95, 1. Andar, Sala D",Rua 31 de Janeiro 95 1D,28,9050-401,Funchal,LDA,46900,0,0,0,1,0,1
511118732,BRONSART BUSINESS - CONSULTADORIA E PROJECTOS S.A. (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95-1. , Sala D",Rua 31 de Janeiro 95 1D,28,9050-401,Funchal,SA,46900,0,0,0,1,0,1
511121920,BROWNLY - CONSULTADORIA E PROJECTOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95, 1. Andar, Sala D",Rua 31 de Janeiro 95 1D,28,9050-401,Funchal,LDA,,0,0,0,0,0,0
511130600,CAETANO DE FREITAS & ASSOCIADOS - GESTÃO E ADMINISTRAÇÃO LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95, 1. Andar, Sala D",Rua 31 de Janeiro 95 1D,28,9050-401,Funchal,LDA,70220,0,1,0,0,0,1
511131437,CLIFF FORT - CONSULTADORIA E PROJECTOS LDA (ZONA FRANCA DA MADEIRA),"Rua 31 de Janeiro, N. 95, 1. Andar, Sala D",Rua 31 de Janeiro 95 1D,28,9050-401,Funchal,LDA,46900,0,0,1,0,0,1
511118759,CUSSETA - CONSULTADORIA E PROJECTOS LDA,"Rua 31 de Janeiro, N 95, 1 Sala D",Rua 31 de Janeiro 95 1D,28,9050-011,Funchal,LDA,,0,0,0,0,0,0
